Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Fname,Customer Id,Customer Lname,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Name,Product Price,Shipping Mode
PAYMENT,2,4,-144.96,188.99,Advance shipping,0,48,Water Sports,Caguas,Puerto Rico,Tiffany,7662,Parsons,Corporate,PR,1596 Rocky Run,725.0,7,Fan Shop,18.20697975,-66.37054443,Europe,Lille,Francia,7662,11.0,0.06,199.99,-0.77,1,199.99,188.99,-144.96,Western Europe,Norte-Paso de Calais-Picardía,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.99,Standard Class
PAYMENT,2,4,59.28,123.49,Advance shipping,0,18,Men's Footwear,Orange Park,EE. UU.,Sarah,4935,Nielsen,Home Office,FL,3240 Sleepy Beacon Bend,32073.0,4,Apparel,30.18182945,-81.74115753,Europe,Guyancourt,Francia,4935,6.5,0.05,129.99,0.48,1,129.99,123.49,59.28,Western Europe,Isla de Francia,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
TRANSFER,6,4,43.52,167.37,Late delivery,1,17,Cleats,North Bergen,EE. UU.,Mary,3884,Smith,Corporate,NJ,5767 High Carrefour,7047.0,4,Apparel,40.79859161,-74.00170898,Europe,Almelo,Países Bajos,3884,12.6,0.07,59.99,0.26,3,179.97,167.37,43.52,Western Europe,Overijssel,PENDING,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
TRANSFER,3,4,141.74,283.48,Shipping canceled,0,43,Camping & Hiking,Las Vegas,EE. UU.,Mary,6412,Smith,Home Office,NV,6595 Old Private,89103.0,7,Fan Shop,36.11117935,-115.2110291,LATAM,Managua,Nicaragua,6412,16.5,0.06,299.98,0.5,1,299.98,283.48,141.74,Central America,Managua,SUSPECTED_FRAUD,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
TRANSFER,4,2,59.98,239.9,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,Andrea,10123,Harrison,Home Office,PR,6395 Jagged Quail Grounds,725.0,7,Fan Shop,18.29522133,-66.37056732,Pacific Asia,Indore,India,10123,10.0,0.04,49.98,0.25,5,249.9,239.9,59.98,South Asia,Madhya Pradesh,PROCESSING,O'Brien Men's Neoprene Life Vest,49.98,Second Class
CASH,6,4,11.48,42.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,Mary,5759,Brown,Corporate,PR,8187 Sleepy Beacon Gardens,725.0,5,Golf,18.24570465,-66.37058258,LATAM,Mexico City,México,5759,7.5,0.15,50.0,0.27,1,50.0,42.5,11.48,Central America,Distrito Federal,CLOSED,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class
DEBIT,2,4,58.22,185.99,Advance shipping,0,48,Water Sports,Caguas,Puerto Rico,Robert,11134,Lopez,Consumer,PR,4371 Gentle Gate,725.0,7,Fan Shop,18.25943756,-66.37059784,LATAM,Managua,Nicaragua,11134,14.0,0.07,199.99,0.31,1,199.99,185.99,58.22,Central America,Managua,ON_HOLD,Pelican Sunstream 100 Kayak,199.99,Standard Class
PAYMENT,6,2,105.55,363.98,Late delivery,1,45,Fishing,Arlington Heights,EE. UU.,Eric,4627,Lang,Corporate,IL,6317 Golden Bear Dell,60004.0,7,Fan Shop,42.13397598,-87.98233032,Pacific Asia,Xuzhou,China,4627,36.0,0.09,399.98,0.29,1,399.98,363.98,105.55,Eastern Asia,Jiangsu,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Second Class
DEBIT,3,4,44.59,127.39,Advance shipping,0,18,Men's Footwear,Far Rockaway,EE. UU.,Mary,10164,Parsons,Corporate,NY,2 Foggy Corners,11691.0,4,Apparel,42.08857727,-76.88853455,LATAM,Monterrey,México,10164,2.6,0.02,129.99,0.35,1,129.99,127.39,44.59,Central America,Nuevo León,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
TRANSFER,4,4,84.37,224.99,Shipping on time,0,43,Camping & Hiking,Redmond,EE. UU.,George,2243,Mayer,Consumer,WA,2469 Dewy Panda Court,98052.0,7,Fan Shop,47.67527008,-122.123558,Pacific Asia,Manila,Filipinas,2243,75.0,0.25,299.98,0.38,1,299.98,224.99,84.37,Southeast Asia,Capital Nacional,PENDING,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
DEBIT,4,4,-21.2,557.99,Shipping on time,0,11,Fitness Accessories,Quincy,EE. UU.,Benjamin,11334,Carroll,Consumer,MA,8279 Bright Fox Highway,2169.0,3,Footwear,42.23968506,-70.98545075,Europe,Munich,Alemania,11334,42.0,0.07,599.99,-0.04,1,599.99,557.99,-21.2,Western Europe,Bavaria,COMPLETE,Bowflex SelectTech 1090 Dumbbells,599.99,Standard Class
DEBIT,3,4,45.31,107.89,Advance shipping,0,18,Men's Footwear,Madison,EE. UU.,Cheryl,938,Smith,Consumer,WI,6179 Easy Swale,53704.0,4,Apparel,32.77584457,-117.0497437,LATAM,São Gonçalo,Brasil,938,22.1,0.17,129.99,0.42,1,129.99,107.89,45.31,South America,Río de Janeiro,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
DEBIT,6,2,29.48,109.19,Late delivery,1,18,Men's Footwear,Las Vegas,EE. UU.,Christopher,9534,Smith,Consumer,NV,4647 Old Pony By-pass,89103.0,4,Apparel,36.08596039,-115.1726379,USCA,New York City,Estados Unidos,9534,20.8,0.16,129.99,0.27,1,129.99,109.19,29.48,East of USA,Nueva York,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class
PAYMENT,3,4,19.32,170.97,Advance shipping,0,17,Cleats,Chambersburg,EE. UU.,Shirley,11293,Smith,Consumer,PA,2036 High Creek Nook,17201.0,4,Apparel,39.88586807,-77.5381012,LATAM,Barranquilla,Colombia,11293,9.0,0.05,59.99,0.11,3,179.97,170.97,19.32,South America,Atlántico,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
DEBIT,4,4,24.44,116.38,Shipping on time,0,17,Cleats,Caguas,Puerto Rico,Mary,10683,Henry,Home Office,PR,3729 Noble Road,725.0,4,Apparel,18.26844978,-66.37055969,Europe,Viena,Austria,10683,3.6,0.03,59.99,0.21,2,119.98,116.38,24.44,Western Europe,Viena,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
PAYMENT,2,1,8.0,199.99,Late delivery,1,48,Water Sports,Stockbridge,EE. UU.,Mary,4758,Mendoza,Corporate,GA,4221 Merry Highlands,30281.0,7,Fan Shop,33.5944252,-84.12329102,LATAM,La Romana,República Dominicana,4758,0.0,0.0,199.99,0.04,1,199.99,199.99,8.0,Caribbean,La Romana,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.99,First Class
CASH,3,4,24.95,95.95,Advance shipping,0,36,Golf Balls,Pharr,EE. UU.,Ryan,4711,Smith,Corporate,TX,6315 Quiet Willow Vale,78577.0,6,Outdoors,26.19762421,-98.19145203,Pacific Asia,Bekasi,Indonesia,4711,4.0,0.04,19.99,0.26,5,99.95,95.95,24.95,Southeast Asia,Java Occidental,CLOSED,Glove It Women's Imperial Golf Glove,19.99,Standard Class
DEBIT,5,2,-69.7,99.58,Late delivery,1,29,Shop By Sport,Mesa,EE. UU.,Jason,1438,Smith,Consumer,AZ,3050 Crystal Fawn Green,85201.0,5,Golf,33.43081665,-111.8384018,USCA,Jackson,Estados Unidos,1438,20.39,0.17,39.99,-0.7,3,119.97,99.58,-69.7,South of  USA ,Tennessee,COMPLETE,Under Armour Girls' Toddler Spine Surge Runni,39.99,Second Class
TRANSFER,2,1,62.99,224.96,Shipping canceled,0,17,Cleats,Bakersfield,EE. UU.,Mary,11053,Smith,Consumer,CA,5865 Tawny Downs,93309.0,4,Apparel,35.34789276,-119.0540085,USCA,Mesa,Estados Unidos,11053,74.99,0.25,59.99,0.28,5,299.95,224.96,62.99,West of USA ,Arizona,SUSPECTED_FRAUD,Perfect Fitness Perfect Rip Deck,59.99,First Class
PAYMENT,4,4,53.23,118.29,Shipping on time,0,18,Men's Footwear,East Lansing,EE. UU.,Mary,5739,Palmer,Consumer,MI,1828 Iron Goose Mount,48823.0,4,Apparel,42.77295685,-84.43538666,Africa,Mombasa,Kenia,5739,11.7,0.09,129.99,0.45,1,129.99,118.29,53.23,East Africa,Costa,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
PAYMENT,3,2,21.31,81.97,Late delivery,1,40,Accessories,Moreno Valley,EE. UU.,Mary,11882,Smith,Corporate,CA,8460 Dewy Nook,92553.0,6,Outdoors,33.92366028,-117.2291946,Europe,Nieuwegein,Países Bajos,11882,17.99,0.18,24.99,0.26,4,99.96,81.97,21.31,Western Europe,Utrecht,PENDING_PAYMENT,Team Golf St. Louis Cardinals Putter Grip,24.99,Second Class
PAYMENT,2,1,135.91,468.67,Late delivery,1,68,Garden,Caguas,Puerto Rico,Selma,15583,Hunt,Corporate,PR,4778 Little Creek Bay,725.0,6,Outdoors,18.23507881,-66.03705597,Pacific Asia,Guangzhou,China,15583,63.91,0.12,532.58,0.29,1,532.58,468.67,135.91,Eastern Asia,Guangdong,PENDING_PAYMENT,Lawn mower,532.58,First Class
DEBIT,2,1,76.49,254.96,Late delivery,1,17,Cleats,Oceanside,EE. UU.,Bobby,4742,Mcknight,Consumer,CA,1440 Wishing Point,92057.0,4,Apparel,33.22548676,-117.3070679,LATAM,Guadalajara,México,4742,44.99,0.15,59.99,0.3,5,299.95,254.96,76.49,Central America,Jalisco,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,First Class
PAYMENT,5,2,36.4,129.99,Late delivery,1,18,Men's Footwear,Washington,EE. UU.,William,6160,Schroeder,Consumer,DC,8495 Jagged Cider Boulevard,20020.0,4,Apparel,38.72659683,-77.10458374,Pacific Asia,Whyalla,Australia,6160,0.0,0.0,129.99,0.28,1,129.99,129.99,36.4,Oceania,Australia del Sur,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class
CASH,5,4,66.92,198.0,Late delivery,1,24,Women's Apparel,Portland,EE. UU.,David,1490,Gregory,Consumer,OR,2770 Hidden Villas,97206.0,5,Golf,45.5698967,-122.6953888,LATAM,Ciudad del Carmen,México,1490,2.0,0.01,50.0,0.34,4,200.0,198.0,66.92,Central America,Campeche,CLOSED,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class
TRANSFER,3,4,-21.91,248.98,Advance shipping,0,43,Camping & Hiking,San Jose,EE. UU.,Mary,6773,Gonzalez,Corporate,CA,9044 Easy Road,95112.0,7,Fan Shop,37.33271027,-121.8783722,USCA,Philadelphia,Estados Unidos,6773,51.0,0.17,299.98,-0.09,1,299.98,248.98,-21.91,East of USA,Pensilvania,PROCESSING,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
PAYMENT,6,4,11.63,46.5,Late delivery,1,24,Women's Apparel,Fremont,EE. UU.,Mary,9297,Horne,Home Office,CA,9317 Stony Townline,94536.0,5,Golf,37.55712128,-121.9916382,Africa,Bo,Sierra Leona,9297,3.5,0.07,50.0,0.25,1,50.0,46.5,11.63,West Africa,Meridional,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class
TRANSFER,2,4,62.29,184.28,Advance shipping,0,12,Boxing & MMA,North Hollywood,EE. UU.,Christina,7029,Moreno,Consumer,CA,1134 Shady Robin Avenue,91605.0,3,Footwear,34.17058182,-118.3482666,Europe,Altamura,Italia,7029,5.7,0.03,94.99,0.34,2,189.98,184.28,62.29,Southern Europe,Apulia,PENDING,Nike Women's Free 5.0 TR FIT PRT 4 Training S,94.99,Standard Class
TRANSFER,2,4,9.55,127.39,Advance shipping,0,18,Men's Footwear,Caguas,Puerto Rico,Mary,4735,Harris,Corporate,PR,8860 Indian Highway,725.0,4,Apparel,18.25136185,-66.37059784,Africa,Kampala,Uganda,4735,2.6,0.02,129.99,0.08,1,129.99,127.39,9.55,East Africa,Kampala,PENDING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
TRANSFER,4,2,-195.81,115.18,Late delivery,1,17,Cleats,San Diego,EE. UU.,Mary,6118,Smith,Consumer,CA,266 Misty Pine Mountain,92104.0,4,Apparel,32.75012589,-117.1374207,LATAM,Tegucigalpa,Honduras,6118,4.8,0.04,59.99,-1.7,2,119.98,115.18,-195.81,Central America,Francisco Morazán,PROCESSING,Perfect Fitness Perfect Rip Deck,59.99,Second Class
DEBIT,3,4,35.36,165.99,Advance shipping,0,48,Water Sports,Caguas,Puerto Rico,Mary,10593,Phillips,Corporate,PR,5193 Crystal Anchor Path,725.0,7,Fan Shop,18.25531006,-66.37056732,Europe,Helsinki,Finlandia,10593,34.0,0.17,199.99,0.21,1,199.99,165.99,35.36,Northern Europe,Uusimaa,COMPLETE,Pelican Sunstream 100 Kayak,199.99,Standard Class
DEBIT,6,2,-11.17,195.99,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,Mary,3055,Smith,Consumer,PR,2557 Gentle Hills Wynd,725.0,7,Fan Shop,18.29437256,-66.37057495,LATAM,San Fernando,Trinidad y Tobago,3055,4.0,0.02,199.99,-0.06,1,199.99,195.99,-11.17,Caribbean,San Fernando,COMPLETE,Pelican Sunstream 100 Kayak,199.99,Second Class
DEBIT,2,4,97.59,199.17,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,Steven,11829,Smith,Corporate,PR,4010 Tawny Embers Rise,725.0,4,Apparel,18.29114914,-66.3706131,Pacific Asia,Bangkok,Tailandia,11829,40.79,0.17,59.99,0.49,4,239.96,199.17,97.59,Southeast Asia,Bangkok,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
DEBIT,2,2,16.52,45.5,Shipping on time,0,24,Women's Apparel,Caguas,Puerto Rico,Amber,1464,Dixon,Consumer,PR,1555 Crystal Rise Forest,725.0,5,Golf,18.25997925,-66.37049866,Pacific Asia,Xi'an,China,1464,4.5,0.09,50.0,0.36,1,50.0,45.5,16.52,Eastern Asia,Shaanxi,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,Second Class
DEBIT,2,4,115.61,245.98,Advance shipping,0,43,Camping & Hiking,Caguas,Puerto Rico,Mary,1364,Kirk,Consumer,PR,9696 Rocky Terrace,725.0,7,Fan Shop,18.20247269,-66.37059021,USCA,Escondido,Estados Unidos,1364,54.0,0.18,299.98,0.47,1,299.98,245.98,115.61,West of USA ,California,COMPLETE,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
DEBIT,6,4,33.93,116.99,Late delivery,1,18,Men's Footwear,Encinitas,EE. UU.,Justin,9910,Ortega,Consumer,CA,5393 Shady Passage,92024.0,4,Apparel,33.04647064,-117.2896729,Pacific Asia,Kermanshah,Irán,9910,13.0,0.1,129.99,0.29,1,129.99,116.99,33.93,South Asia,Kermanshah,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
DEBIT,3,4,15.11,120.89,Advance shipping,0,18,Men's Footwear,Plymouth,EE. UU.,Martha,10966,Pierce,Corporate,MA,6797 Quiet Mountain Rise,2360.0,4,Apparel,41.95851135,-70.66861725,Pacific Asia,Nantong,China,10966,9.1,0.07,129.99,0.13,1,129.99,120.89,15.11,Eastern Asia,Jiangsu,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
PAYMENT,2,2,113.7,227.41,Shipping on time,0,46,Indoor/Outdoor Games,Carol Stream,EE. UU.,Ruth,6357,Moore,Home Office,IL,5103 Burning Embers Green,60188.0,7,Fan Shop,41.89396668,-88.09660339,LATAM,Hermosillo,México,6357,22.49,0.09,49.98,0.5,5,249.9,227.41,113.7,Central America,Sonora,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.98,Second Class
PAYMENT,2,1,16.07,47.25,Late delivery,1,24,Women's Apparel,Albany,EE. UU.,Nathan,8463,Burns,Home Office,OR,4029 Lazy Hickory Impasse,97321.0,5,Golf,44.60580444,-123.1134262,Europe,Briansk,Rusia,8463,2.75,0.06,50.0,0.34,1,50.0,47.25,16.07,Eastern Europe,Briansk,PAYMENT_REVIEW,Nike Men's Dri-FIT Victory Golf Polo,50.0,First Class
DEBIT,5,4,42.71,377.98,Late delivery,1,45,Fishing,Humacao,Puerto Rico,James,5691,Brown,Corporate,PR,3444 Quiet Bluff Farm,791.0,7,Fan Shop,18.1501503,-65.82595062,LATAM,Guayaquil,Ecuador,5691,22.0,0.06,399.98,0.11,1,399.98,377.98,42.71,South America,Guayas,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
TRANSFER,2,1,72.0,239.98,Late delivery,1,43,Camping & Hiking,Mount Pleasant,EE. UU.,Mary,2528,Acevedo,Corporate,MI,3901 Iron Parade,48858.0,7,Fan Shop,43.61513138,-84.60793304,Pacific Asia,Gaziantep,Turquía,2528,60.0,0.2,299.98,0.3,1,299.98,239.98,72.0,West Asia,Gaziantep,PROCESSING,Diamondback Women's Serene Classic Comfort Bi,299.98,First Class
TRANSFER,3,2,27.62,110.49,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,Christina,1425,Harvey,Consumer,PR,3481 Crystal Campus,725.0,4,Apparel,18.27340317,-66.37052155,Europe,Mainz,Alemania,1425,19.5,0.15,129.99,0.25,1,129.99,110.49,27.62,Western Europe,Renania-Palatinado,PROCESSING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class
PAYMENT,2,1,74.08,255.44,Late delivery,1,71,Music,Watsonville,EE. UU.,Lacota,18892,Diaz,Consumer,CA,4525 High Timber Pines,95076.0,9,Discs Shop,37.05044556,-121.7598801,Pacific Asia,Shuangyashan,China,18892,5.21,0.02,260.65,0.29,1,260.65,255.44,74.08,Eastern Asia,Heilongjiang,PENDING_PAYMENT,Rock music,260.65,First Class
DEBIT,5,4,12.61,111.58,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Shirley,660,Baker,Consumer,PR,7312 Wishing Forest Highway,725.0,4,Apparel,18.2256279,-66.04746246,LATAM,San Miguelito,Panamá,660,8.4,0.07,59.99,0.11,2,119.98,111.58,12.61,Central America,Panamá,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
DEBIT,3,2,15.18,48.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,Mary,11367,Smith,Consumer,PR,8667 Iron Arbor,725.0,5,Golf,18.29887199,-66.37063599,Pacific Asia,Katoomba,Australia,11367,1.5,0.03,50.0,0.31,1,50.0,48.5,15.18,Oceania,Nueva Gales del Sur,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,Second Class
DEBIT,4,4,72.79,363.96,Shipping on time,0,9,Cardio Equipment,Jamaica,EE. UU.,Mary,6402,Frazier,Consumer,NY,4599 Grand Route,11432.0,3,Footwear,40.70798492,-73.78303528,LATAM,Villa Nueva,Guatemala,6402,36.0,0.09,99.99,0.2,4,399.96,363.96,72.79,Central America,Guatemala,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class
PAYMENT,5,4,78.3,173.99,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,Frances,1042,Townsend,Consumer,PR,1531 Foggy Panda Centre,725.0,7,Fan Shop,18.2275734,-66.04343414,LATAM,Santo Domingo,República Dominicana,1042,26.0,0.13,199.99,0.45,1,199.99,173.99,78.3,Caribbean,Santo Domingo,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.99,Standard Class
TRANSFER,1,0,91.8,339.98,Shipping canceled,0,45,Fishing,Caguas,Puerto Rico,Mary,10242,Smith,Corporate,PR,2407 Gentle Woods,725.0,7,Fan Shop,18.26106453,-66.37052918,Europe,Torre del Greco,Italia,10242,60.0,0.15,399.98,0.27,1,399.98,339.98,91.8,Southern Europe,Campania,CANCELED,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Same Day
TRANSFER,4,4,15.83,31.66,Shipping on time,0,41,Trade-In,Campbell,EE. UU.,Mary,3492,Smith,Consumer,CA,9144 Gentle Dale,95008.0,6,Outdoors,38.51450348,-121.8737412,Pacific Asia,Melbourne,Australia,3492,0.32,0.01,15.99,0.5,2,31.98,31.66,15.83,Oceania,Victoria,PROCESSING,Glove It Urban Brick Golf Towel,15.99,Standard Class
DEBIT,6,4,47.25,236.25,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,Evelyn,1288,Thompson,Home Office,PR,7894 Old Circle,725.0,5,Golf,18.24233246,-66.37063599,Pacific Asia,Napier,Nueva Zelanda,1288,13.75,0.06,50.0,0.2,5,250.0,236.25,47.25,Oceania,Hawke's Bay,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class
PAYMENT,2,4,30.51,269.98,Advance shipping,0,43,Camping & Hiking,Caguas,Puerto Rico,Mary,2304,Oconnell,Consumer,PR,4948 Middle Orchard,725.0,7,Fan Shop,18.2967701,-66.37056732,Europe,Lyon,Francia,2304,30.0,0.1,299.98,0.11,1,299.98,269.98,30.51,Western Europe,Auvernia-Ródano-Alpes,PENDING_PAYMENT,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
DEBIT,5,2,50.95,181.98,Late delivery,1,9,Cardio Equipment,Brooklyn,EE. UU.,Emma,3966,Smith,Consumer,NY,409 Tawny Range,11236.0,3,Footwear,40.66534042,-73.94522095,LATAM,Managua,Nicaragua,3966,18.0,0.09,99.99,0.28,2,199.98,181.98,50.95,Central America,Managua,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.99,Second Class
DEBIT,4,2,45.66,130.45,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,Mary,3819,Smith,Corporate,PR,5452 Jagged Green,725.0,7,Fan Shop,18.25468445,-66.37052155,Africa,Zaria,Nigeria,3819,19.49,0.13,49.98,0.35,3,149.94,130.45,45.66,West Africa,Kaduna,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,Second Class
PAYMENT,3,4,6.48,107.98,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,Mary,5722,Smith,Corporate,PR,3032 Stony Front,725.0,4,Apparel,18.21597672,-66.37060547,Europe,Valencia,España,5722,12.0,0.1,59.99,0.06,2,119.98,107.98,6.48,Southern Europe,Valenciana,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
DEBIT,4,4,14.16,37.76,Shipping on time,0,75,Video Games,Caguas,Puerto Rico,Avye,19986,Juarez,Consumer,PR,3403 Gentle Road,725.0,9,Discs Shop,18.2400074,-66.03705597,Pacific Asia,Singapur,Singapur,19986,1.99,0.05,39.75,0.38,1,39.75,37.76,14.16,Southeast Asia,Singapur,COMPLETE,Fighting video games,39.75,Standard Class
DEBIT,5,4,47.98,191.92,Late delivery,1,46,Indoor/Outdoor Games,Highland Park,EE. UU.,Frances,5604,Randall,Consumer,MI,1185 High View By-pass,48203.0,7,Fan Shop,42.41716385,-83.11257172,Europe,Trier,Alemania,5604,8.0,0.04,49.98,0.25,4,199.92,191.92,47.98,Western Europe,Renania-Palatinado,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,Standard Class
TRANSFER,3,4,34.1,131.17,Advance shipping,0,29,Shop By Sport,Sandusky,EE. UU.,Mary,3190,Leonard,Corporate,OH,2136 Silver Canyon,44870.0,5,Golf,41.43588638,-82.74632263,LATAM,Buenos Aires,Argentina,3190,28.79,0.18,39.99,0.26,4,159.96,131.17,34.1,South America,Buenos Aires,PENDING,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class
DEBIT,2,4,0.0,39.35,Advance shipping,0,75,Video Games,Caguas,Puerto Rico,Shea,19954,Kinney,Consumer,PR,4958 Heather Panda Bank,725.0,9,Discs Shop,18.23293114,-66.0370636,Pacific Asia,Tiruppur,India,19954,0.4,0.01,39.75,0.0,1,39.75,39.35,0.0,South Asia,Tamil Nadu,ON_HOLD,Fighting video games,39.75,Standard Class
DEBIT,4,4,95.2,399.98,Shipping on time,0,45,Fishing,Caguas,Puerto Rico,Mary,554,Branch,Consumer,PR,9463 Tawny Place,725.0,7,Fan Shop,18.025383,-66.61328888,LATAM,Santo Domingo,República Dominicana,554,0.0,0.0,399.98,0.24,1,399.98,399.98,95.2,Caribbean,Santo Domingo,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
PAYMENT,4,4,11.08,32.79,Shipping on time,0,29,Shop By Sport,Detroit,EE. UU.,Susan,1698,Smith,Home Office,MI,3539 Gentle Heights,48205.0,5,Golf,42.42877197,-82.98252869,Pacific Asia,Brisbane,Australia,1698,7.2,0.18,39.99,0.34,1,39.99,32.79,11.08,Oceania,Queensland,PENDING_PAYMENT,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class
DEBIT,6,2,129.15,516.6,Late delivery,1,68,Garden,Salem,EE. UU.,Cheyenne,18698,Knowles,Corporate,OR,4379 Honey Private,97301.0,6,Outdoors,44.99621964,-123.0780258,Pacific Asia,Jinan,China,18698,15.98,0.03,532.58,0.25,1,532.58,516.6,129.15,Eastern Asia,Shandong,COMPLETE,Lawn mower,532.58,Second Class
CASH,2,2,53.94,185.99,Shipping on time,0,48,Water Sports,Caguas,Puerto Rico,Cynthia,2028,Smith,Consumer,PR,2762 Umber Cloud Glen,725.0,7,Fan Shop,18.26673508,-66.37054443,Pacific Asia,Chittagong,Bangladés,2028,14.0,0.07,199.99,0.29,1,199.99,185.99,53.94,South Asia,Chittagong,CLOSED,Pelican Sunstream 100 Kayak,199.99,Second Class
TRANSFER,6,4,-504.4,194.0,Late delivery,1,24,Women's Apparel,Gaithersburg,EE. UU.,Maria,6798,Harvey,Consumer,MD,8988 Shady Park,20878.0,5,Golf,39.14162064,-77.2270813,LATAM,Durango,México,6798,6.0,0.03,50.0,-2.6,4,200.0,194.0,-504.4,Central America,Durango,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class
TRANSFER,2,2,5.42,47.97,Shipping canceled,0,41,Trade-In,Caguas,Puerto Rico,Mary,2400,Smith,Consumer,PR,9140 Gentle Moor,725.0,6,Outdoors,18.28143311,-66.3705368,Africa,Port Elizabeth,SudAfrica,2400,15.99,0.25,15.99,0.11,4,63.96,47.97,5.42,Southern Africa,Cabo Oriental,CANCELED,Glove It Imperial Golf Towel,15.99,Second Class
PAYMENT,2,4,30.45,87.0,Advance shipping,0,24,Women's Apparel,Mechanicsburg,EE. UU.,Adam,3839,Smith,Consumer,PA,9053 Foggy Bear Island,17055.0,5,Golf,40.21145248,-77.0072937,Pacific Asia,Coffs Harbour,Australia,3839,13.0,0.13,50.0,0.35,2,100.0,87.0,30.45,Oceania,Nueva Gales del Sur,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class
PAYMENT,4,4,56.16,116.99,Shipping on time,0,18,Men's Footwear,Caguas,Puerto Rico,Debra,3715,Burnett,Consumer,PR,9889 Little Blossom Wood,725.0,4,Apparel,18.22509575,-66.37060547,Africa,Ibadan,Nigeria,3715,13.0,0.1,129.99,0.48,1,129.99,116.99,56.16,West Africa,Oyo,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
